"Time Frame" ,"Location Id" ,"Location"                 ,"Lodged Bonds" ,"Active Bonds" ,"Closed Bonds" ,"Median Rent" ,"Geometric Mean Rent" ,"Upper Quartile Rent" ,"Lower Quartile Rent" ,"Log Std Dev Weekly Rent"
"2000-02-01" ,"5"           ,"Gisborne Region"          ,"126"          ,"1581"         ,"114"          ,"150"         ,"144"                 ,"165"                 ,"130"                 ,"0.28"
"2000-02-01" ,"6"           ,"Hawke's Bay Region"       ,"453"          ,"5670"         ,"399"          ,"155"         ,"154"                 ,"185"                 ,"130"                 ,"0.26"
"2000-02-01" ,"7"           ,"Taranaki Region"          ,"291"          ,"3768"         ,"258"          ,"140"         ,"136"                 ,"170"                 ,"110"                 ,"0.33"
"2000-02-01" ,"8"           ,"Manawatu-Wanganui Region" ,"1,092"        ,"9468"         ,"732"          ,"145"         ,"147"                 ,"190"                 ,"120"                 ,"0.39"
"2000-02-01" ,"9"           ,"Wellington Region"        ,"1,998"        ,"22944"        ,"1,665"        ,"225"         ,"226"                 ,"300"                 ,"170"                 ,"0.42"
"2000-02-01" ,"12"          ,"West Coast Region"        ,"48"           ,"675"          ,"48"           ,"100"         ,"107"                 ,"130"                 ,"93"                  ,"0.29"
"2000-02-01" ,"13"          ,"Canterbury Region"        ,"2,148"        ,"21438"        ,"1,755"        ,"180"         ,"174"                 ,"220"                 ,"140"                 ,"0.38"
"2000-02-01" ,"14"          ,"Otago Region"             ,"1,074"        ,"8685"         ,"867"          ,"160"         ,"160"                 ,"240"                 ,"110"                 ,"0.56"
"2000-02-01" ,"15"          ,"Southland Region"         ,"168"          ,"2415"         ,"150"          ,"100"         ,"99"                  ,"120"                 ,"85"                  ,"0.30"
"2000-02-01" ,"16"          ,"Tasman Region"            ,"60"           ,"831"          ,"51"           ,"165"         ,"166"                 ,"190"                 ,"150"                 ,"0.21"
"2000-02-01" ,"17"          ,"Nelson Region"            ,"183"          ,"2433"         ,"150"          ,"175"         ,"174"                 ,"200"                 ,"150"                 ,"0.25"
"2000-02-01" ,"18"          ,"Marlborough Region"       ,"126"          ,"1479"         ,"99"           ,"145"         ,"146"                 ,"175"                 ,"130"                 ,"0.24"
"2000-03-01" ,"-99"         ,"ALL"                      ,"13,344"       ,"186816"       ,"13,086"       ,"190"         ,"188"                 ,"245"                 ,"146"                 ,"0.42"
"2000-03-01" ,"-1"          ,"NA"                       ,"597"          ,"8787"         ,"732"          ,"165"         ,"163"                 ,"210"                 ,"130"                 ,"0.41"
"2000-03-01" ,"1"           ,"Northland Region"         ,"348"          ,"4311"         ,"318"          ,"160"         ,"152"                 ,"180"                 ,"135"                 ,"0.26"
"2000-03-01" ,"2"           ,"Auckland Region"          ,"4,311"        ,"64239"        ,"4,356"        ,"250"         ,"249"                 ,"300"                 ,"200"                 ,"0.34"
"2000-03-01" ,"3"           ,"Waikato Region"           ,"1,335"        ,"16395"        ,"1,191"        ,"160"         ,"157"                 ,"200"                 ,"130"                 ,"0.34"
"2000-03-01" ,"4"           ,"Bay of Plenty Region"     ,"942"          ,"11448"        ,"915"          ,"175"         ,"169"                 ,"200"                 ,"145"                 ,"0.28"
"2000-03-01" ,"5"           ,"Gisborne Region"          ,"108"          ,"1578"         ,"108"          ,"155"         ,"153"                 ,"170"                 ,"140"                 ,"0.31"
"2000-03-01" ,"6"           ,"Hawke's Bay Region"       ,"429"          ,"5733"         ,"366"          ,"160"         ,"160"                 ,"188"                 ,"140"                 ,"0.25"
"2000-03-01" ,"7"           ,"Taranaki Region"          ,"279"          ,"3756"         ,"291"          ,"140"         ,"137"                 ,"165"                 ,"110"                 ,"0.31"
"2000-03-01" ,"8"           ,"Manawatu-Wanganui Region" ,"642"          ,"9459"         ,"648"          ,"140"         ,"137"                 ,"175"                 ,"115"                 ,"0.36"
"2000-03-01" ,"9"           ,"Wellington Region"        ,"1,572"        ,"23043"        ,"1,473"        ,"215"         ,"217"                 ,"279"                 ,"165"                 ,"0.40"
"2000-03-01" ,"12"          ,"West Coast Region"        ,"54"           ,"690"          ,"39"           ,"115"         ,"110"                 ,"150"                 ,"95"                  ,"0.38"
"2000-03-01" ,"13"          ,"Canterbury Region"        ,"1,605"        ,"21528"        ,"1,515"        ,"170"         ,"166"                 ,"205"                 ,"135"                 ,"0.35"
"2000-03-01" ,"14"          ,"Otago Region"             ,"561"          ,"8658"         ,"588"          ,"150"         ,"146"                 ,"185"                 ,"110"                 ,"0.43"
"2000-03-01" ,"15"          ,"Southland Region"         ,"165"          ,"2433"         ,"147"          ,"110"         ,"100"                 ,"125"                 ,"80"                  ,"0.35"
"2000-03-01" ,"16"          ,"Tasman Region"            ,"66"           ,"834"          ,"63"           ,"180"         ,"171"                 ,"200"                 ,"155"                 ,"0.24"
"2000-03-01" ,"17"          ,"Nelson Region"            ,"198"          ,"2430"         ,"201"          ,"175"         ,"174"                 ,"200"                 ,"150"                 ,"0.23"
"2000-03-01" ,"18"          ,"Marlborough Region"       ,"138"          ,"1485"         ,"132"          ,"155"         ,"150"                 ,"180"                 ,"125"                 ,"0.25"
"2000-04-01" ,"-99"         ,"ALL"                      ,"12,534"       ,"188898"       ,"10,449"       ,"190"         ,"193"                 ,"250"                 ,"150"                 ,"0.41"
"2000-04-01" ,"-1"          ,"NA"                       ,"531"          ,"8826"         ,"495"          ,"170"         ,"166"                 ,"225"                 ,"125"                 ,"0.45"
"2000-04-01" ,"1"           ,"Northland Region"         ,"336"          ,"4353"         ,"294"          ,"160"         ,"154"                 ,"180"                 ,"130"                 ,"0.27"
"2000-04-01" ,"2"           ,"Auckland Region"          ,"4,125"        ,"64953"        ,"3,411"        ,"250"         ,"255"                 ,"300"                 ,"200"                 ,"0.34"
"2000-04-01" ,"3"           ,"Waikato Region"           ,"1,188"        ,"16605"        ,"978"          ,"165"         ,"164"                 ,"200"                 ,"135"                 ,"0.30"
"2000-04-01" ,"4"           ,"Bay of Plenty Region"     ,"873"          ,"11595"        ,"729"          ,"180"         ,"173"                 ,"200"                 ,"150"                 ,"0.25"
"2000-04-01" ,"5"           ,"Gisborne Region"          ,"93"           ,"1584"         ,"87"           ,"150"         ,"147"                 ,"162"                 ,"135"                 ,"0.24"
"2000-04-01" ,"6"           ,"Hawke's Bay Region"       ,"396"          ,"5769"         ,"357"          ,"160"         ,"161"                 ,"190"                 ,"138"                 ,"0.25"
"2000-04-01" ,"7"           ,"Taranaki Region"          ,"285"          ,"3795"         ,"246"          ,"140"         ,"134"                 ,"170"                 ,"110"                 ,"0.35"
"2000-04-01" ,"8"           ,"Manawatu-Wanganui Region" ,"606"          ,"9567"         ,"498"          ,"140"         ,"142"                 ,"180"                 ,"120"                 ,"0.33"
"2000-04-01" ,"9"           ,"Wellington Region"        ,"1,707"        ,"23403"        ,"1,347"        ,"210"         ,"208"                 ,"275"                 ,"155"                 ,"0.41"
"2000-04-01" ,"12"          ,"West Coast Region"        ,"39"           ,"693"          ,"36"           ,"100"         ,"103"                 ,"125"                 ,"90"                  ,"0.29"
"2000-04-01" ,"13"          ,"Canterbury Region"        ,"1,380"        ,"21762"        ,"1,146"        ,"175"         ,"170"                 ,"210"                 ,"140"                 ,"0.35"
"2000-04-01" ,"14"          ,"Otago Region"             ,"456"          ,"8703"         ,"414"          ,"150"         ,"141"                 ,"180"                 ,"110"                 ,"0.41"
"2000-04-01" ,"15"          ,"Southland Region"         ,"159"          ,"2445"         ,"147"          ,"115"         ,"109"                 ,"130"                 ,"90"                  ,"0.32"
"2000-04-01" ,"16"          ,"Tasman Region"            ,"72"           ,"849"          ,"57"           ,"180"         ,"179"                 ,"215"                 ,"150"                 ,"0.23"
"2000-04-01" ,"17"          ,"Nelson Region"            ,"180"          ,"2478"         ,"129"          ,"180"         ,"178"                 ,"205"                 ,"160"                 ,"0.23"
"2000-04-01" ,"18"          ,"Marlborough Region"       ,"108"          ,"1512"         ,"81"           ,"160"         ,"148"                 ,"179"                 ,"131"                 ,"0.23"
"2000-05-01" ,"-99"         ,"ALL"                      ,"12,408"       ,"188931"       ,"12,378"       ,"190"         ,"190"                 ,"250"                 ,"150"                 ,"0.41"
"2000-05-01" ,"-1"          ,"NA"                       ,"513"          ,"8781"         ,"558"          ,"170"         ,"169"                 ,"220"                 ,"130"                 ,"0.42"
"2000-05-01" ,"1"           ,"Northland Region"         ,"357"          ,"4371"         ,"342"          ,"150"         ,"151"                 ,"175"                 ,"130"                 ,"0.24"
"2000-05-01" ,"2"           ,"Auckland Region"          ,"4,032"        ,"64893"        ,"4,092"        ,"250"         ,"251"                 ,"300"                 ,"200"                 ,"0.34"
"2000-05-01" ,"3"           ,"Waikato Region"           ,"1,179"        ,"16623"        ,"1,161"        ,"165"         ,"162"                 ,"200"                 ,"135"                 ,"0.31"
"2000-05-01" ,"4"           ,"Bay of Plenty Region"     ,"852"          ,"11631"        ,"816"          ,"175"         ,"172"                 ,"200"                 ,"150"                 ,"0.25"
"2000-05-01" ,"5"           ,"Gisborne Region"          ,"108"          ,"1581"         ,"111"          ,"150"         ,"136"                 ,"160"                 ,"120"                 ,"0.32"
"2000-05-01" ,"6"           ,"Hawke's Bay Region"       ,"366"          ,"5742"         ,"393"          ,"160"         ,"159"                 ,"195"                 ,"130"                 ,"0.25"
"2000-05-01" ,"7"           ,"Taranaki Region"          ,"285"          ,"3798"         ,"282"          ,"140"         ,"136"                 ,"170"                 ,"110"                 ,"0.35"
"2000-05-01" ,"8"           ,"Manawatu-Wanganui Region" ,"633"          ,"9558"         ,"642"          ,"140"         ,"140"                 ,"175"                 ,"115"                 ,"0.34"
"2000-05-01" ,"9"           ,"Wellington Region"        ,"1,521"        ,"23379"        ,"1,545"        ,"210"         ,"214"                 ,"275"                 ,"165"                 ,"0.41"
"2000-05-01" ,"12"          ,"West Coast Region"        ,"63"           ,"705"          ,"51"           ,"120"         ,"113"                 ,"135"                 ,"96"                  ,"0.26"
"2000-05-01" ,"13"          ,"Canterbury Region"        ,"1,437"        ,"21822"        ,"1,377"        ,"175"         ,"169"                 ,"210"                 ,"135"                 ,"0.34"
"2000-05-01" ,"14"          ,"Otago Region"             ,"528"          ,"8724"         ,"507"          ,"150"         ,"151"                 ,"190"                 ,"119"                 ,"0.42"
"2000-05-01" ,"15"          ,"Southland Region"         ,"168"          ,"2463"         ,"150"          ,"110"         ,"100"                 ,"120"                 ,"85"                  ,"0.29"
"2000-05-01" ,"16"          ,"Tasman Region"            ,"66"           ,"861"          ,"54"           ,"170"         ,"163"                 ,"216"                 ,"139"                 ,"0.38"
"2000-05-01" ,"17"          ,"Nelson Region"            ,"180"          ,"2469"         ,"189"          ,"180"         ,"173"                 ,"200"                 ,"150"                 ,"0.29"
"2000-05-01" ,"18"          ,"Marlborough Region"       ,"126"          ,"1530"         ,"108"          ,"150"         ,"148"                 ,"170"                 ,"120"                 ,"0.26"
"2000-06-01" ,"-99"         ,"ALL"                      ,"12,645"       ,"189390"       ,"12,186"       ,"190"         ,"192"                 ,"250"                 ,"150"                 ,"0.40"
"2000-06-01" ,"-1"          ,"NA"                       ,"552"          ,"8772"         ,"561"          ,"165"         ,"166"                 ,"220"                 ,"130"                 ,"0.41"
"2000-06-01" ,"1"           ,"Northland Region"         ,"348"          ,"4428"         ,"291"          ,"153"         ,"151"                 ,"180"                 ,"130"                 ,"0.27"
"2000-06-01" ,"2"           ,"Auckland Region"          ,"4,239"        ,"64998"        ,"4,134"        ,"250"         ,"250"                 ,"300"                 ,"200"                 ,"0.33"
"2000-06-01" ,"3"           ,"Waikato Region"           ,"1,227"        ,"16728"        ,"1,122"        ,"165"         ,"162"                 ,"200"                 ,"130"                 ,"0.31"
"2000-06-01" ,"4"           ,"Bay of Plenty Region"     ,"816"          ,"11643"        ,"804"          ,"175"         ,"170"                 ,"200"                 ,"150"                 ,"0.26"
"2000-06-01" ,"5"           ,"Gisborne Region"          ,"120"          ,"1587"         ,"114"          ,"150"         ,"145"                 ,"165"                 ,"130"                 ,"0.32"
"2000-06-01" ,"6"           ,"Hawke's Bay Region"       ,"417"          ,"5739"         ,"420"          ,"160"         ,"160"                 ,"190"                 ,"135"                 ,"0.25"
"2000-06-01" ,"7"           ,"Taranaki Region"          ,"258"          ,"3753"         ,"300"          ,"135"         ,"136"                 ,"160"                 ,"120"                 ,"0.30"
"2000-06-01" ,"8"           ,"Manawatu-Wanganui Region" ,"648"          ,"9597"         ,"609"          ,"140"         ,"140"                 ,"170"                 ,"120"                 ,"0.33"
"2000-06-01" ,"9"           ,"Wellington Region"        ,"1,479"        ,"23433"        ,"1,425"        ,"220"         ,"220"                 ,"280"                 ,"170"                 ,"0.39"
"2000-06-01" ,"12"          ,"West Coast Region"        ,"54"           ,"714"          ,"45"           ,"120"         ,"122"                 ,"145"                 ,"110"                 ,"0.28"
"2000-06-01" ,"13"          ,"Canterbury Region"        ,"1,467"        ,"21861"        ,"1,425"        ,"180"         ,"170"                 ,"210"                 ,"140"                 ,"0.32"
"2000-06-01" ,"14"          ,"Otago Region"             ,"483"          ,"8805"         ,"402"          ,"150"         ,"152"                 ,"200"                 ,"120"                 ,"0.43"
"2000-06-01" ,"15"          ,"Southland Region"         ,"177"          ,"2481"         ,"159"          ,"110"         ,"106"                 ,"130"                 ,"90"                  ,"0.28"
"2000-06-01" ,"16"          ,"Tasman Region"            ,"69"           ,"867"          ,"60"           ,"170"         ,"164"                 ,"200"                 ,"145"                 ,"0.35"
"2000-06-01" ,"17"          ,"Nelson Region"            ,"177"          ,"2469"         ,"177"          ,"180"         ,"174"                 ,"200"                 ,"150"                 ,"0.24"
"2000-06-01" ,"18"          ,"Marlborough Region"       ,"117"          ,"1509"         ,"138"          ,"150"         ,"148"                 ,"175"                 ,"130"                 ,"0.23"
"2000-07-01" ,"-99"         ,"ALL"                      ,"13,956"       ,"191022"       ,"12,321"       ,"190"         ,"194"                 ,"250"                 ,"150"                 ,"0.41"
"2000-07-01" ,"-1"          ,"NA"                       ,"612"          ,"8796"         ,"585"          ,"170"         ,"173"                 ,"230"                 ,"130"                 ,"0.44"
"2000-07-01" ,"1"           ,"Northland Region"         ,"363"          ,"4446"         ,"345"          ,"160"         ,"152"                 ,"180"                 ,"130"                 ,"0.30"
"2000-07-01" ,"2"           ,"Auckland Region"          ,"4,818"        ,"65661"        ,"4,155"        ,"250"         ,"252"                 ,"300"                 ,"200"                 ,"0.34"
"2000-07-01" ,"3"           ,"Waikato Region"           ,"1,323"        ,"16875"        ,"1,176"        ,"163"         ,"163"                 ,"200"                 ,"130"                 ,"0.33"
"2000-07-01" ,"4"           ,"Bay of Plenty Region"     ,"915"          ,"11763"        ,"795"          ,"180"         ,"172"                 ,"200"                 ,"150"                 ,"0.27"
"2000-07-01" ,"5"           ,"Gisborne Region"          ,"108"          ,"1593"         ,"102"          ,"150"         ,"145"                 ,"164"                 ,"123"                 ,"0.30"
"2000-07-01" ,"6"           ,"Hawke's Bay Region"       ,"453"          ,"5760"         ,"432"          ,"160"         ,"161"                 ,"190"                 ,"138"                 ,"0.25"
"2000-07-01" ,"7"           ,"Taranaki Region"          ,"309"          ,"3810"         ,"252"          ,"140"         ,"138"                 ,"170"                 ,"110"                 ,"0.32"
"2000-07-01" ,"8"           ,"Manawatu-Wanganui Region" ,"705"          ,"9663"         ,"642"          ,"140"         ,"143"                 ,"180"                 ,"120"                 ,"0.33"
"2000-07-01" ,"9"           ,"Wellington Region"        ,"1,695"        ,"23598"        ,"1,530"        ,"214"         ,"216"                 ,"280"                 ,"170"                 ,"0.40"
"2000-07-01" ,"12"          ,"West Coast Region"        ,"57"           ,"714"          ,"57"           ,"110"         ,"104"                 ,"135"                 ,"85"                  ,"0.37"
"2000-07-01" ,"13"          ,"Canterbury Region"        ,"1,596"        ,"22119"        ,"1,338"        ,"175"         ,"169"                 ,"200"                 ,"140"                 ,"0.33"
"2000-07-01" ,"14"          ,"Otago Region"             ,"447"          ,"8841"         ,"411"          ,"150"         ,"148"                 ,"185"                 ,"120"                 ,"0.44"
"2000-07-01" ,"15"          ,"Southland Region"         ,"171"          ,"2493"         ,"159"          ,"110"         ,"102"                 ,"120"                 ,"90"                  ,"0.29"
"2000-07-01" ,"16"          ,"Tasman Region"            ,"78"           ,"879"          ,"63"           ,"170"         ,"169"                 ,"200"                 ,"150"                 ,"0.23"
"2000-07-01" ,"17"          ,"Nelson Region"            ,"198"          ,"2493"         ,"174"          ,"175"         ,"169"                 ,"200"                 ,"150"                 ,"0.26"
"2000-07-01" ,"18"          ,"Marlborough Region"       ,"108"          ,"1515"         ,"102"          ,"150"         ,"145"                 ,"180"                 ,"128"                 ,"0.30"
"2000-08-01" ,"-99"         ,"ALL"                      ,"12,528"       ,"191073"       ,"12,477"       ,"190"         ,"191"                 ,"250"                 ,"150"                 ,"0.41"
"2000-08-01" ,"-1"          ,"NA"                       ,"504"          ,"8745"         ,"555"          ,"170"         ,"170"                 ,"224"                 ,"130"                 ,"0.46"
"2000-08-01" ,"1"           ,"Northland Region"         ,"339"          ,"4467"         ,"318"          ,"150"         ,"149"                 ,"180"                 ,"130"                 ,"0.32"
"2000-08-01" ,"2"           ,"Auckland Region"          ,"4,320"        ,"65802"        ,"4,176"        ,"250"         ,"251"                 ,"300"                 ,"200"                 ,"0.33"
"2000-08-01" ,"3"           ,"Waikato Region"           ,"1,137"        ,"16800"        ,"1,209"        ,"160"         ,"159"                 ,"200"                 ,"130"                 ,"0.29"
"2000-08-01" ,"4"           ,"Bay of Plenty Region"     ,"852"          ,"11814"        ,"804"          ,"175"         ,"168"                 ,"200"                 ,"145"                 ,"0.27"
"2000-08-01" ,"5"           ,"Gisborne Region"          ,"111"          ,"1593"         ,"108"          ,"150"         ,"147"                 ,"165"                 ,"135"                 ,"0.18"
"2000-08-01" ,"6"           ,"Hawke's Bay Region"       ,"438"          ,"5748"         ,"450"          ,"160"         ,"159"                 ,"190"                 ,"135"                 ,"0.25"
"2000-08-01" ,"7"           ,"Taranaki Region"          ,"273"          ,"3810"         ,"276"          ,"140"         ,"135"                 ,"168"                 ,"110"                 ,"0.31"
"2000-08-01" ,"8"           ,"Manawatu-Wanganui Region" ,"636"          ,"9669"         ,"627"          ,"140"         ,"139"                 ,"175"                 ,"119"                 ,"0.32"
"2000-08-01" ,"9"           ,"Wellington Region"        ,"1,539"        ,"23562"        ,"1,575"        ,"220"         ,"216"                 ,"275"                 ,"170"                 ,"0.40"
"2000-08-01" ,"12"          ,"West Coast Region"        ,"45"           ,"714"          ,"45"           ,"115"         ,"107"                 ,"125"                 ,"90"                  ,"0.31"
"2000-08-01" ,"13"          ,"Canterbury Region"        ,"1,452"        ,"22152"        ,"1,419"        ,"170"         ,"166"                 ,"200"                 ,"140"                 ,"0.34"
"2000-08-01" ,"14"          ,"Otago Region"             ,"366"          ,"8787"         ,"420"          ,"140"         ,"138"                 ,"165"                 ,"120"                 ,"0.34"
"2000-08-01" ,"15"          ,"Southland Region"         ,"174"          ,"2499"         ,"165"          ,"100"         ,"101"                 ,"130"                 ,"83"                  ,"0.31"
"2000-08-01" ,"16"          ,"Tasman Region"            ,"72"           ,"894"          ,"57"           ,"180"         ,"170"                 ,"200"                 ,"150"                 ,"0.27"
"2000-08-01" ,"17"          ,"Nelson Region"            ,"159"          ,"2493"         ,"159"          ,"175"         ,"167"                 ,"195"                 ,"145"                 ,"0.25"
"2000-08-01" ,"18"          ,"Marlborough Region"       ,"114"          ,"1515"         ,"114"          ,"150"         ,"147"                 ,"170"                 ,"135"                 ,"0.22"
"2000-09-01" ,"-99"         ,"ALL"                      ,"13,029"       ,"192654"       ,"11,448"       ,"190"         ,"192"                 ,"250"                 ,"150"                 ,"0.40"
"2000-09-01" ,"-1"          ,"NA"                       ,"564"          ,"8775"         ,"534"          ,"165"         ,"165"                 ,"220"                 ,"125"                 ,"0.44"
"2000-09-01" ,"1"           ,"Northland Region"         ,"348"          ,"4524"         ,"288"          ,"160"         ,"155"                 ,"180"                 ,"135"                 ,"0.25"
"2000-09-01" ,"2"           ,"Auckland Region"          ,"4,530"        ,"66465"        ,"3,867"        ,"250"         ,"250"                 ,"300"                 ,"200"                 ,"0.33"
"2000-09-01" ,"3"           ,"Waikato Region"           ,"1,197"        ,"16914"        ,"1,083"        ,"170"         ,"165"                 ,"200"                 ,"135"                 ,"0.31"
"2000-09-01" ,"4"           ,"Bay of Plenty Region"     ,"858"          ,"11889"        ,"783"          ,"175"         ,"170"                 ,"200"                 ,"150"                 ,"0.29"
"2000-09-01" ,"5"           ,"Gisborne Region"          ,"111"          ,"1605"         ,"99"           ,"150"         ,"138"                 ,"160"                 ,"120"                 ,"0.28"
"2000-09-01" ,"6"           ,"Hawke's Bay Region"       ,"414"          ,"5778"         ,"384"          ,"160"         ,"159"                 ,"190"                 ,"135"                 ,"0.24"
"2000-09-01" ,"7"           ,"Taranaki Region"          ,"285"          ,"3822"         ,"273"          ,"140"         ,"137"                 ,"170"                 ,"120"                 ,"0.30"
"2000-09-01" ,"8"           ,"Manawatu-Wanganui Region" ,"618"          ,"9705"         ,"582"          ,"140"         ,"140"                 ,"170"                 ,"120"                 ,"0.33"
"2000-09-01" ,"9"           ,"Wellington Region"        ,"1,581"        ,"23745"        ,"1,398"        ,"220"         ,"219"                 ,"280"                 ,"170"                 ,"0.39"
"2000-09-01" ,"12"          ,"West Coast Region"        ,"48"           ,"726"          ,"36"           ,"120"         ,"120"                 ,"140"                 ,"105"                 ,"0.26"
"2000-09-01" ,"13"          ,"Canterbury Region"        ,"1,506"        ,"22407"        ,"1,251"        ,"170"         ,"166"                 ,"205"                 ,"135"                 ,"0.34"
"2000-09-01" ,"14"          ,"Otago Region"             ,"414"          ,"8823"         ,"375"          ,"140"         ,"145"                 ,"180"                 ,"115"                 ,"0.36"
"2000-09-01" ,"15"          ,"Southland Region"         ,"186"          ,"2526"         ,"162"          ,"100"         ,"99"                  ,"120"                 ,"85"                  ,"0.28"
"2000-09-01" ,"16"          ,"Tasman Region"            ,"66"           ,"897"          ,"63"           ,"170"         ,"164"                 ,"200"                 ,"141"                 ,"0.27"
"2000-09-01" ,"17"          ,"Nelson Region"            ,"180"          ,"2508"         ,"165"          ,"178"         ,"174"                 ,"200"                 ,"151"                 ,"0.24"
"2000-09-01" ,"18"          ,"Marlborough Region"       ,"117"          ,"1533"         ,"99"           ,"150"         ,"147"                 ,"175"                 ,"131"                 ,"0.24"
"2000-10-01" ,"-99"         ,"ALL"                      ,"11,949"       ,"192876"       ,"11,727"       ,"190"         ,"192"                 ,"250"                 ,"150"                 ,"0.40"
"2000-10-01" ,"-1"          ,"NA"                       ,"489"          ,"8736"         ,"528"          ,"180"         ,"172"                 ,"220"                 ,"130"                 ,"0.44"
"2000-10-01" ,"1"           ,"Northland Region"         ,"330"          ,"4581"         ,"276"          ,"150"         ,"149"                 ,"180"                 ,"130"                 ,"0.28"
"2000-10-01" ,"2"           ,"Auckland Region"          ,"4,080"        ,"66627"        ,"3,918"        ,"250"         ,"250"                 ,"300"                 ,"200"                 ,"0.33"
"2000-10-01" ,"3"           ,"Waikato Region"           ,"1,104"        ,"16869"        ,"1,149"        ,"165"         ,"162"                 ,"200"                 ,"130"                 ,"0.32"
"2000-10-01" ,"4"           ,"Bay of Plenty Region"     ,"858"          ,"11895"        ,"852"          ,"175"         ,"170"                 ,"200"                 ,"150"                 ,"0.28"
"2000-10-01" ,"5"           ,"Gisborne Region"          ,"90"           ,"1605"         ,"90"           ,"150"         ,"149"                 ,"160"                 ,"130"                 ,"0.26"
"2000-10-01" ,"6"           ,"Hawke's Bay Region"       ,"369"          ,"5805"         ,"342"          ,"160"         ,"158"                 ,"190"                 ,"135"                 ,"0.28"
"2000-10-01" ,"7"           ,"Taranaki Region"          ,"267"          ,"3828"         ,"261"          ,"145"         ,"137"                 ,"169"                 ,"120"                 ,"0.35"
"2000-10-01" ,"8"           ,"Manawatu-Wanganui Region" ,"564"          ,"9705"         ,"564"          ,"140"         ,"142"                 ,"176"                 ,"120"                 ,"0.32"
"2000-10-01" ,"9"           ,"Wellington Region"        ,"1,503"        ,"23835"        ,"1,416"        ,"215"         ,"216"                 ,"275"                 ,"170"                 ,"0.38"
"2000-10-01" ,"12"          ,"West Coast Region"        ,"45"           ,"726"          ,"42"           ,"100"         ,"95"                  ,"125"                 ,"75"                  ,"0.45"
"2000-10-01" ,"13"          ,"Canterbury Region"        ,"1,359"        ,"22428"        ,"1,338"        ,"170"         ,"167"                 ,"200"                 ,"135"                 ,"0.32"
"2000-10-01" ,"14"          ,"Otago Region"             ,"429"          ,"8766"         ,"486"          ,"160"         ,"156"                 ,"195"                 ,"120"                 ,"0.35"
"2000-10-01" ,"15"          ,"Southland Region"         ,"144"          ,"2526"         ,"144"          ,"110"         ,"105"                 ,"130"                 ,"90"                  ,"0.30"
"2000-10-01" ,"16"          ,"Tasman Region"            ,"60"           ,"900"          ,"57"           ,"170"         ,"170"                 ,"200"                 ,"151"                 ,"0.25"
"2000-10-01" ,"17"          ,"Nelson Region"            ,"156"          ,"2505"         ,"162"          ,"170"         ,"175"                 ,"200"                 ,"155"                 ,"0.23"
"2000-10-01" ,"18"          ,"Marlborough Region"       ,"99"           ,"1533"         ,"99"           ,"150"         ,"147"                 ,"180"                 ,"128"                 ,"0.31"
"2000-11-01" ,"-99"         ,"ALL"                      ,"12,237"       ,"192183"       ,"12,927"       ,"190"         ,"192"                 ,"250"                 ,"150"                 ,"0.41"
"2000-11-01" ,"-1"          ,"NA"                       ,"471"          ,"8676"         ,"531"          ,"178"         ,"178"                 ,"240"                 ,"130"                 ,"0.44"
"2000-11-01" ,"1"           ,"Northland Region"         ,"324"          ,"4548"         ,"354"          ,"160"         ,"151"                 ,"180"                 ,"130"                 ,"0.28"
"2000-11-01" ,"2"           ,"Auckland Region"          ,"4,062"        ,"66618"        ,"4,071"        ,"250"         ,"249"                 ,"300"                 ,"200"                 ,"0.34"
"2000-11-01" ,"3"           ,"Waikato Region"           ,"1,149"        ,"16689"        ,"1,332"        ,"160"         ,"162"                 ,"200"                 ,"130"                 ,"0.32"
"2000-11-01" ,"4"           ,"Bay of Plenty Region"     ,"813"          ,"11934"        ,"774"          ,"175"         ,"170"                 ,"200"                 ,"150"                 ,"0.31"
"2000-11-01" ,"5"           ,"Gisborne Region"          ,"99"           ,"1617"         ,"87"           ,"150"         ,"145"                 ,"165"                 ,"130"                 ,"0.18"
"2000-11-01" ,"6"           ,"Hawke's Bay Region"       ,"387"          ,"5829"         ,"363"          ,"160"         ,"158"                 ,"190"                 ,"130"                 ,"0.27"
"2000-11-01" ,"7"           ,"Taranaki Region"          ,"279"          ,"3837"         ,"270"          ,"138"         ,"134"                 ,"160"                 ,"110"                 ,"0.32"
"2000-11-01" ,"8"           ,"Manawatu-Wanganui Region" ,"801"          ,"9561"         ,"945"          ,"150"         ,"157"                 ,"200"                 ,"120"                 ,"0.39"
"2000-11-01" ,"9"           ,"Wellington Region"        ,"1,458"        ,"23781"        ,"1,512"        ,"220"         ,"217"                 ,"280"                 ,"165"                 ,"0.41"
"2000-11-01" ,"12"          ,"West Coast Region"        ,"42"           ,"717"          ,"51"           ,"100"         ,"104"                 ,"120"                 ,"90"                  ,"0.31"
"2000-11-01" ,"13"          ,"Canterbury Region"        ,"1,377"        ,"22251"        ,"1,551"        ,"175"         ,"169"                 ,"205"                 ,"140"                 ,"0.34"
"2000-11-01" ,"14"          ,"Otago Region"             ,"465"          ,"8640"         ,"591"          ,"150"         ,"153"                 ,"200"                 ,"115"                 ,"0.38"
"2000-11-01" ,"15"          ,"Southland Region"         ,"165"          ,"2544"         ,"147"          ,"100"         ,"101"                 ,"129"                 ,"85"                  ,"0.30"
