"Time Frame" ,"Location Id" ,"Location"                 ,"Lodged Bonds" ,"Active Bonds" ,"Closed Bonds" ,"Median Rent" ,"Geometric Mean Rent" ,"Upper Quartile Rent" ,"Lower Quartile Rent" ,"Log Std Dev Weekly Rent"
"2005-01-01" ,"4"           ,"Bay of Plenty Region"     ,"846"          ,"14898"        ,"795"          ,"220"         ,"217"                 ,"270"                 ,"180"                 ,"0.32"
"2005-01-01" ,"5"           ,"Gisborne Region"          ,"96"           ,"1917"         ,"123"          ,"175"         ,"174"                 ,"200"                 ,"145"                 ,"0.39"
"2005-01-01" ,"6"           ,"Hawke's Bay Region"       ,"333"          ,"6975"         ,"300"          ,"220"         ,"214"                 ,"265"                 ,"170"                 ,"0.34"
"2005-01-01" ,"7"           ,"Taranaki Region"          ,"282"          ,"4689"         ,"240"          ,"185"         ,"180"                 ,"240"                 ,"149"                 ,"0.38"
"2005-01-01" ,"8"           ,"Manawatu-Wanganui Region" ,"756"          ,"11727"        ,"576"          ,"165"         ,"170"                 ,"220"                 ,"140"                 ,"0.35"
"2005-01-01" ,"9"           ,"Wellington Region"        ,"2,049"        ,"29964"        ,"1,863"        ,"270"         ,"268"                 ,"360"                 ,"200"                 ,"0.43"
"2005-01-01" ,"12"          ,"West Coast Region"        ,"54"           ,"972"          ,"48"           ,"160"         ,"150"                 ,"180"                 ,"120"                 ,"0.32"
"2005-01-01" ,"13"          ,"Canterbury Region"        ,"2,079"        ,"28458"        ,"1,857"        ,"250"         ,"234"                 ,"300"                 ,"190"                 ,"0.41"
"2005-01-01" ,"14"          ,"Otago Region"             ,"2,118"        ,"11373"        ,"834"          ,"267"         ,"253"                 ,"400"                 ,"180"                 ,"0.58"
"2005-01-01" ,"15"          ,"Southland Region"         ,"264"          ,"3633"         ,"180"          ,"150"         ,"148"                 ,"180"                 ,"120"                 ,"0.32"
"2005-01-01" ,"16"          ,"Tasman Region"            ,"60"           ,"1197"         ,"48"           ,"243"         ,"233"                 ,"270"                 ,"203"                 ,"0.30"
"2005-01-01" ,"17"          ,"Nelson Region"            ,"165"          ,"2988"         ,"138"          ,"245"         ,"238"                 ,"285"                 ,"200"                 ,"0.38"
"2005-01-01" ,"18"          ,"Marlborough Region"       ,"96"           ,"1863"         ,"78"           ,"235"         ,"234"                 ,"265"                 ,"200"                 ,"0.28"
"2005-02-01" ,"-99"         ,"ALL"                      ,"16,479"       ,"241932"       ,"13,320"       ,"250"         ,"242"                 ,"320"                 ,"185"                 ,"0.45"
"2005-02-01" ,"-1"          ,"NA"                       ,"570"          ,"9105"         ,"480"          ,"200"         ,"197"                 ,"280"                 ,"140"                 ,"0.50"
"2005-02-01" ,"1"           ,"Northland Region"         ,"381"          ,"6027"         ,"324"          ,"200"         ,"194"                 ,"235"                 ,"160"                 ,"0.32"
"2005-02-01" ,"2"           ,"Auckland Region"          ,"5,304"        ,"83559"        ,"4,299"        ,"310"         ,"310"                 ,"380"                 ,"255"                 ,"0.35"
"2005-02-01" ,"3"           ,"Waikato Region"           ,"1,398"        ,"20796"        ,"1,173"        ,"220"         ,"213"                 ,"280"                 ,"170"                 ,"0.39"
"2005-02-01" ,"4"           ,"Bay of Plenty Region"     ,"927"          ,"14934"        ,"891"          ,"220"         ,"213"                 ,"270"                 ,"175"                 ,"0.32"
"2005-02-01" ,"5"           ,"Gisborne Region"          ,"120"          ,"1941"         ,"99"           ,"180"         ,"166"                 ,"200"                 ,"150"                 ,"0.55"
"2005-02-01" ,"6"           ,"Hawke's Bay Region"       ,"336"          ,"7008"         ,"306"          ,"200"         ,"202"                 ,"250"                 ,"170"                 ,"0.32"
"2005-02-01" ,"7"           ,"Taranaki Region"          ,"252"          ,"4707"         ,"234"          ,"190"         ,"182"                 ,"230"                 ,"150"                 ,"0.36"
"2005-02-01" ,"8"           ,"Manawatu-Wanganui Region" ,"954"          ,"11973"        ,"705"          ,"170"         ,"168"                 ,"219"                 ,"135"                 ,"0.38"
"2005-02-01" ,"9"           ,"Wellington Region"        ,"2,370"        ,"30495"        ,"1,839"        ,"270"         ,"264"                 ,"360"                 ,"190"                 ,"0.46"
"2005-02-01" ,"12"          ,"West Coast Region"        ,"78"           ,"984"          ,"66"           ,"160"         ,"150"                 ,"180"                 ,"130"                 ,"0.27"
"2005-02-01" ,"13"          ,"Canterbury Region"        ,"2,178"        ,"28932"        ,"1,704"        ,"250"         ,"232"                 ,"300"                 ,"190"                 ,"0.41"
"2005-02-01" ,"14"          ,"Otago Region"             ,"969"          ,"11697"        ,"645"          ,"210"         ,"205"                 ,"285"                 ,"155"                 ,"0.52"
"2005-02-01" ,"15"          ,"Southland Region"         ,"261"          ,"3693"         ,"201"          ,"140"         ,"137"                 ,"171"                 ,"109"                 ,"0.33"
"2005-02-01" ,"16"          ,"Tasman Region"            ,"84"           ,"1212"         ,"69"           ,"240"         ,"229"                 ,"270"                 ,"210"                 ,"0.26"
"2005-02-01" ,"17"          ,"Nelson Region"            ,"201"          ,"2994"         ,"195"          ,"240"         ,"229"                 ,"275"                 ,"194"                 ,"0.31"
"2005-02-01" ,"18"          ,"Marlborough Region"       ,"99"           ,"1869"         ,"90"           ,"230"         ,"217"                 ,"260"                 ,"185"                 ,"0.29"
"2005-03-01" ,"-99"         ,"ALL"                      ,"14,505"       ,"242838"       ,"13,599"       ,"250"         ,"246"                 ,"320"                 ,"190"                 ,"0.42"
"2005-03-01" ,"-1"          ,"NA"                       ,"462"          ,"9087"         ,"477"          ,"220"         ,"210"                 ,"280"                 ,"155"                 ,"0.48"
"2005-03-01" ,"1"           ,"Northland Region"         ,"372"          ,"6078"         ,"324"          ,"197"         ,"196"                 ,"240"                 ,"165"                 ,"0.34"
"2005-03-01" ,"2"           ,"Auckland Region"          ,"4,962"        ,"83880"        ,"4,641"        ,"310"         ,"316"                 ,"380"                 ,"260"                 ,"0.33"
"2005-03-01" ,"3"           ,"Waikato Region"           ,"1,293"        ,"20859"        ,"1,230"        ,"220"         ,"211"                 ,"270"                 ,"170"                 ,"0.36"
"2005-03-01" ,"4"           ,"Bay of Plenty Region"     ,"1,014"        ,"14970"        ,"978"          ,"225"         ,"218"                 ,"270"                 ,"180"                 ,"0.31"
"2005-03-01" ,"5"           ,"Gisborne Region"          ,"132"          ,"1977"         ,"96"           ,"180"         ,"182"                 ,"209"                 ,"150"                 ,"0.26"
"2005-03-01" ,"6"           ,"Hawke's Bay Region"       ,"354"          ,"7011"         ,"351"          ,"202"         ,"203"                 ,"250"                 ,"170"                 ,"0.33"
"2005-03-01" ,"7"           ,"Taranaki Region"          ,"327"          ,"4734"         ,"297"          ,"200"         ,"194"                 ,"240"                 ,"155"                 ,"0.32"
"2005-03-01" ,"8"           ,"Manawatu-Wanganui Region" ,"771"          ,"12075"        ,"669"          ,"165"         ,"167"                 ,"210"                 ,"135"                 ,"0.34"
"2005-03-01" ,"9"           ,"Wellington Region"        ,"1,761"        ,"30627"        ,"1,626"        ,"250"         ,"255"                 ,"335"                 ,"195"                 ,"0.42"
"2005-03-01" ,"12"          ,"West Coast Region"        ,"51"           ,"984"          ,"51"           ,"160"         ,"158"                 ,"184"                 ,"143"                 ,"0.28"
"2005-03-01" ,"13"          ,"Canterbury Region"        ,"1,731"        ,"28956"        ,"1,707"        ,"250"         ,"234"                 ,"295"                 ,"190"                 ,"0.38"
"2005-03-01" ,"14"          ,"Otago Region"             ,"708"          ,"11790"        ,"615"          ,"220"         ,"215"                 ,"290"                 ,"170"                 ,"0.47"
"2005-03-01" ,"15"          ,"Southland Region"         ,"231"          ,"3705"         ,"219"          ,"150"         ,"147"                 ,"180"                 ,"120"                 ,"0.35"
"2005-03-01" ,"16"          ,"Tasman Region"            ,"60"           ,"1212"         ,"60"           ,"245"         ,"228"                 ,"281"                 ,"200"                 ,"0.33"
"2005-03-01" ,"17"          ,"Nelson Region"            ,"177"          ,"3015"         ,"156"          ,"240"         ,"226"                 ,"280"                 ,"180"                 ,"0.29"
"2005-03-01" ,"18"          ,"Marlborough Region"       ,"102"          ,"1875"         ,"99"           ,"230"         ,"220"                 ,"260"                 ,"188"                 ,"0.27"
"2005-04-01" ,"-99"         ,"ALL"                      ,"14,907"       ,"244626"       ,"13,119"       ,"250"         ,"248"                 ,"320"                 ,"190"                 ,"0.41"
"2005-04-01" ,"-1"          ,"NA"                       ,"447"          ,"9093"         ,"441"          ,"225"         ,"218"                 ,"300"                 ,"160"                 ,"0.50"
"2005-04-01" ,"1"           ,"Northland Region"         ,"375"          ,"6117"         ,"336"          ,"200"         ,"200"                 ,"250"                 ,"164"                 ,"0.30"
"2005-04-01" ,"2"           ,"Auckland Region"          ,"5,091"        ,"84333"        ,"4,641"        ,"310"         ,"319"                 ,"380"                 ,"260"                 ,"0.34"
"2005-04-01" ,"3"           ,"Waikato Region"           ,"1,335"        ,"21042"        ,"1,152"        ,"220"         ,"212"                 ,"275"                 ,"168"                 ,"0.37"
"2005-04-01" ,"4"           ,"Bay of Plenty Region"     ,"1,089"        ,"15189"        ,"870"          ,"225"         ,"220"                 ,"270"                 ,"180"                 ,"0.31"
"2005-04-01" ,"5"           ,"Gisborne Region"          ,"126"          ,"1995"         ,"105"          ,"180"         ,"179"                 ,"210"                 ,"151"                 ,"0.26"
"2005-04-01" ,"6"           ,"Hawke's Bay Region"       ,"393"          ,"7035"         ,"369"          ,"210"         ,"213"                 ,"270"                 ,"170"                 ,"0.33"
"2005-04-01" ,"7"           ,"Taranaki Region"          ,"324"          ,"4809"         ,"246"          ,"200"         ,"196"                 ,"250"                 ,"150"                 ,"0.37"
"2005-04-01" ,"8"           ,"Manawatu-Wanganui Region" ,"741"          ,"12168"        ,"648"          ,"170"         ,"171"                 ,"215"                 ,"140"                 ,"0.33"
"2005-04-01" ,"9"           ,"Wellington Region"        ,"1,779"        ,"30870"        ,"1,536"        ,"250"         ,"253"                 ,"325"                 ,"195"                 ,"0.40"
"2005-04-01" ,"12"          ,"West Coast Region"        ,"69"           ,"990"          ,"60"           ,"160"         ,"159"                 ,"180"                 ,"140"                 ,"0.25"
"2005-04-01" ,"13"          ,"Canterbury Region"        ,"1,812"        ,"29175"        ,"1,593"        ,"240"         ,"232"                 ,"290"                 ,"190"                 ,"0.35"
"2005-04-01" ,"14"          ,"Otago Region"             ,"684"          ,"11910"        ,"564"          ,"220"         ,"217"                 ,"300"                 ,"170"                 ,"0.42"
"2005-04-01" ,"15"          ,"Southland Region"         ,"249"          ,"3756"         ,"198"          ,"160"         ,"155"                 ,"190"                 ,"130"                 ,"0.32"
"2005-04-01" ,"16"          ,"Tasman Region"            ,"66"           ,"1209"         ,"69"           ,"240"         ,"232"                 ,"260"                 ,"210"                 ,"0.25"
"2005-04-01" ,"17"          ,"Nelson Region"            ,"201"          ,"3033"         ,"183"          ,"250"         ,"238"                 ,"280"                 ,"200"                 ,"0.27"
"2005-04-01" ,"18"          ,"Marlborough Region"       ,"129"          ,"1896"         ,"105"          ,"230"         ,"217"                 ,"261"                 ,"185"                 ,"0.30"
"2005-05-01" ,"-99"         ,"ALL"                      ,"14,724"       ,"246345"       ,"13,008"       ,"250"         ,"241"                 ,"320"                 ,"185"                 ,"0.42"
"2005-05-01" ,"-1"          ,"NA"                       ,"411"          ,"9060"         ,"444"          ,"220"         ,"214"                 ,"290"                 ,"160"                 ,"0.46"
"2005-05-01" ,"1"           ,"Northland Region"         ,"429"          ,"6204"         ,"339"          ,"195"         ,"199"                 ,"250"                 ,"165"                 ,"0.33"
"2005-05-01" ,"2"           ,"Auckland Region"          ,"4,836"        ,"84636"        ,"4,530"        ,"310"         ,"318"                 ,"380"                 ,"260"                 ,"0.33"
"2005-05-01" ,"3"           ,"Waikato Region"           ,"1,335"        ,"21195"        ,"1,179"        ,"220"         ,"208"                 ,"260"                 ,"165"                 ,"0.37"
"2005-05-01" ,"4"           ,"Bay of Plenty Region"     ,"1,008"        ,"15330"        ,"867"          ,"230"         ,"225"                 ,"280"                 ,"180"                 ,"0.31"
"2005-05-01" ,"5"           ,"Gisborne Region"          ,"111"          ,"2013"         ,"93"           ,"180"         ,"174"                 ,"210"                 ,"150"                 ,"0.41"
"2005-05-01" ,"6"           ,"Hawke's Bay Region"       ,"435"          ,"7056"         ,"414"          ,"200"         ,"202"                 ,"250"                 ,"164"                 ,"0.32"
"2005-05-01" ,"7"           ,"Taranaki Region"          ,"327"          ,"4878"         ,"261"          ,"198"         ,"188"                 ,"240"                 ,"150"                 ,"0.36"
"2005-05-01" ,"8"           ,"Manawatu-Wanganui Region" ,"705"          ,"12207"        ,"663"          ,"165"         ,"168"                 ,"200"                 ,"140"                 ,"0.31"
"2005-05-01" ,"9"           ,"Wellington Region"        ,"2,073"        ,"31455"        ,"1,491"        ,"220"         ,"220"                 ,"300"                 ,"160"                 ,"0.44"
"2005-05-01" ,"12"          ,"West Coast Region"        ,"57"           ,"1002"         ,"45"           ,"155"         ,"151"                 ,"170"                 ,"130"                 ,"0.26"
"2005-05-01" ,"13"          ,"Canterbury Region"        ,"1,659"        ,"29325"        ,"1,509"        ,"240"         ,"230"                 ,"290"                 ,"185"                 ,"0.36"
"2005-05-01" ,"14"          ,"Otago Region"             ,"666"          ,"12006"        ,"570"          ,"230"         ,"223"                 ,"300"                 ,"175"                 ,"0.44"
"2005-05-01" ,"15"          ,"Southland Region"         ,"267"          ,"3795"         ,"228"          ,"150"         ,"146"                 ,"180"                 ,"120"                 ,"0.32"
"2005-05-01" ,"16"          ,"Tasman Region"            ,"75"           ,"1215"         ,"69"           ,"240"         ,"235"                 ,"270"                 ,"220"                 ,"0.22"
"2005-05-01" ,"17"          ,"Nelson Region"            ,"201"          ,"3057"         ,"177"          ,"243"         ,"240"                 ,"280"                 ,"200"                 ,"0.24"
"2005-05-01" ,"18"          ,"Marlborough Region"       ,"129"          ,"1902"         ,"123"          ,"230"         ,"226"                 ,"265"                 ,"180"                 ,"0.33"
"2005-06-01" ,"-99"         ,"ALL"                      ,"13,716"       ,"247812"       ,"12,249"       ,"250"         ,"246"                 ,"320"                 ,"190"                 ,"0.41"
"2005-06-01" ,"-1"          ,"NA"                       ,"462"          ,"9093"         ,"429"          ,"220"         ,"208"                 ,"270"                 ,"157"                 ,"0.43"
"2005-06-01" ,"1"           ,"Northland Region"         ,"339"          ,"6261"         ,"282"          ,"195"         ,"194"                 ,"240"                 ,"160"                 ,"0.30"
"2005-06-01" ,"2"           ,"Auckland Region"          ,"4,626"        ,"85032"        ,"4,230"        ,"310"         ,"321"                 ,"390"                 ,"265"                 ,"0.33"
"2005-06-01" ,"3"           ,"Waikato Region"           ,"1,308"        ,"21363"        ,"1,140"        ,"220"         ,"210"                 ,"270"                 ,"165"                 ,"0.37"
"2005-06-01" ,"4"           ,"Bay of Plenty Region"     ,"936"          ,"15417"        ,"849"          ,"225"         ,"220"                 ,"280"                 ,"180"                 ,"0.31"
"2005-06-01" ,"5"           ,"Gisborne Region"          ,"120"          ,"2028"         ,"105"          ,"190"         ,"184"                 ,"220"                 ,"160"                 ,"0.27"
"2005-06-01" ,"6"           ,"Hawke's Bay Region"       ,"408"          ,"7116"         ,"348"          ,"210"         ,"209"                 ,"260"                 ,"175"                 ,"0.30"
"2005-06-01" ,"7"           ,"Taranaki Region"          ,"333"          ,"4941"         ,"270"          ,"198"         ,"193"                 ,"250"                 ,"150"                 ,"0.39"
"2005-06-01" ,"8"           ,"Manawatu-Wanganui Region" ,"708"          ,"12315"        ,"600"          ,"170"         ,"173"                 ,"220"                 ,"140"                 ,"0.34"
"2005-06-01" ,"9"           ,"Wellington Region"        ,"1,494"        ,"31524"        ,"1,422"        ,"250"         ,"253"                 ,"330"                 ,"190"                 ,"0.39"
"2005-06-01" ,"12"          ,"West Coast Region"        ,"66"           ,"1017"         ,"48"           ,"170"         ,"166"                 ,"200"                 ,"140"                 ,"0.25"
"2005-06-01" ,"13"          ,"Canterbury Region"        ,"1,560"        ,"29520"        ,"1,365"        ,"240"         ,"229"                 ,"285"                 ,"185"                 ,"0.35"
"2005-06-01" ,"14"          ,"Otago Region"             ,"693"          ,"12153"        ,"546"          ,"220"         ,"221"                 ,"285"                 ,"175"                 ,"0.45"
"2005-06-01" ,"15"          ,"Southland Region"         ,"288"          ,"3831"         ,"252"          ,"150"         ,"144"                 ,"180"                 ,"120"                 ,"0.37"
"2005-06-01" ,"16"          ,"Tasman Region"            ,"93"           ,"1233"         ,"72"           ,"243"         ,"226"                 ,"265"                 ,"195"                 ,"0.28"
"2005-06-01" ,"17"          ,"Nelson Region"            ,"189"          ,"3057"         ,"186"          ,"240"         ,"232"                 ,"274"                 ,"195"                 ,"0.30"
"2005-06-01" ,"18"          ,"Marlborough Region"       ,"102"          ,"1905"         ,"96"           ,"240"         ,"227"                 ,"270"                 ,"190"                 ,"0.24"
"2005-07-01" ,"-99"         ,"ALL"                      ,"14,475"       ,"248823"       ,"13,464"       ,"250"         ,"248"                 ,"320"                 ,"190"                 ,"0.41"
"2005-07-01" ,"-1"          ,"NA"                       ,"456"          ,"9081"         ,"468"          ,"220"         ,"220"                 ,"300"                 ,"170"                 ,"0.50"
"2005-07-01" ,"1"           ,"Northland Region"         ,"390"          ,"6270"         ,"381"          ,"210"         ,"207"                 ,"260"                 ,"170"                 ,"0.34"
"2005-07-01" ,"2"           ,"Auckland Region"          ,"5,073"        ,"85566"        ,"4,536"        ,"310"         ,"317"                 ,"380"                 ,"260"                 ,"0.33"
"2005-07-01" ,"3"           ,"Waikato Region"           ,"1,374"        ,"21513"        ,"1,221"        ,"220"         ,"214"                 ,"270"                 ,"170"                 ,"0.34"
"2005-07-01" ,"4"           ,"Bay of Plenty Region"     ,"975"          ,"15477"        ,"915"          ,"230"         ,"223"                 ,"280"                 ,"181"                 ,"0.31"
"2005-07-01" ,"5"           ,"Gisborne Region"          ,"129"          ,"2043"         ,"114"          ,"185"         ,"186"                 ,"210"                 ,"165"                 ,"0.23"
"2005-07-01" ,"6"           ,"Hawke's Bay Region"       ,"405"          ,"7131"         ,"390"          ,"220"         ,"213"                 ,"260"                 ,"180"                 ,"0.30"
"2005-07-01" ,"7"           ,"Taranaki Region"          ,"294"          ,"4950"         ,"285"          ,"190"         ,"190"                 ,"240"                 ,"150"                 ,"0.34"
"2005-07-01" ,"8"           ,"Manawatu-Wanganui Region" ,"723"          ,"12318"        ,"720"          ,"165"         ,"167"                 ,"210"                 ,"135"                 ,"0.34"
"2005-07-01" ,"9"           ,"Wellington Region"        ,"1,674"        ,"31566"        ,"1,632"        ,"255"         ,"258"                 ,"340"                 ,"195"                 ,"0.40"
"2005-07-01" ,"12"          ,"West Coast Region"        ,"48"           ,"1014"         ,"48"           ,"163"         ,"154"                 ,"200"                 ,"131"                 ,"0.34"
"2005-07-01" ,"13"          ,"Canterbury Region"        ,"1,689"        ,"29625"        ,"1,584"        ,"240"         ,"230"                 ,"290"                 ,"190"                 ,"0.35"
"2005-07-01" ,"14"          ,"Otago Region"             ,"600"          ,"12228"        ,"525"          ,"210"         ,"212"                 ,"280"                 ,"165"                 ,"0.44"
"2005-07-01" ,"15"          ,"Southland Region"         ,"237"          ,"3810"         ,"258"          ,"150"         ,"146"                 ,"180"                 ,"123"                 ,"0.31"
"2005-07-01" ,"16"          ,"Tasman Region"            ,"93"           ,"1248"         ,"78"           ,"238"         ,"225"                 ,"275"                 ,"190"                 ,"0.31"
"2005-07-01" ,"17"          ,"Nelson Region"            ,"186"          ,"3051"         ,"192"          ,"240"         ,"237"                 ,"280"                 ,"200"                 ,"0.28"
"2005-07-01" ,"18"          ,"Marlborough Region"       ,"135"          ,"1926"         ,"117"          ,"230"         ,"226"                 ,"260"                 ,"190"                 ,"0.30"
"2005-08-01" ,"-99"         ,"ALL"                      ,"14,013"       ,"249738"       ,"13,098"       ,"250"         ,"246"                 ,"320"                 ,"190"                 ,"0.41"
"2005-08-01" ,"-1"          ,"NA"                       ,"453"          ,"9096"         ,"438"          ,"225"         ,"213"                 ,"290"                 ,"160"                 ,"0.45"
"2005-08-01" ,"1"           ,"Northland Region"         ,"426"          ,"6339"         ,"354"          ,"200"         ,"198"                 ,"250"                 ,"160"                 ,"0.34"
"2005-08-01" ,"2"           ,"Auckland Region"          ,"4,881"        ,"85899"        ,"4,548"        ,"310"         ,"318"                 ,"380"                 ,"260"                 ,"0.32"
"2005-08-01" ,"3"           ,"Waikato Region"           ,"1,263"        ,"21549"        ,"1,227"        ,"220"         ,"215"                 ,"275"                 ,"170"                 ,"0.35"
"2005-08-01" ,"4"           ,"Bay of Plenty Region"     ,"945"          ,"15474"        ,"948"          ,"225"         ,"219"                 ,"270"                 ,"180"                 ,"0.33"
"2005-08-01" ,"5"           ,"Gisborne Region"          ,"96"           ,"2016"         ,"126"          ,"180"         ,"180"                 ,"200"                 ,"160"                 ,"0.25"
"2005-08-01" ,"6"           ,"Hawke's Bay Region"       ,"441"          ,"7182"         ,"390"          ,"210"         ,"207"                 ,"260"                 ,"170"                 ,"0.29"
"2005-08-01" ,"7"           ,"Taranaki Region"          ,"309"          ,"4962"         ,"294"          ,"200"         ,"193"                 ,"250"                 ,"150"                 ,"0.37"
"2005-08-01" ,"8"           ,"Manawatu-Wanganui Region" ,"687"          ,"12330"        ,"675"          ,"170"         ,"173"                 ,"210"                 ,"140"                 ,"0.33"
"2005-08-01" ,"9"           ,"Wellington Region"        ,"1,602"        ,"31725"        ,"1,443"        ,"250"         ,"252"                 ,"330"                 ,"190"                 ,"0.42"
"2005-08-01" ,"12"          ,"West Coast Region"        ,"72"           ,"1026"         ,"60"           ,"160"         ,"159"                 ,"180"                 ,"133"                 ,"0.34"
"2005-08-01" ,"13"          ,"Canterbury Region"        ,"1,635"        ,"29739"        ,"1,521"        ,"240"         ,"227"                 ,"280"                 ,"190"                 ,"0.35"
"2005-08-01" ,"14"          ,"Otago Region"             ,"552"          ,"12288"        ,"489"          ,"215"         ,"210"                 ,"273"                 ,"160"                 ,"0.44"
"2005-08-01" ,"15"          ,"Southland Region"         ,"267"          ,"3816"         ,"261"          ,"150"         ,"148"                 ,"180"                 ,"120"                 ,"0.28"
"2005-08-01" ,"16"          ,"Tasman Region"            ,"84"           ,"1263"         ,"69"           ,"240"         ,"230"                 ,"290"                 ,"185"                 ,"0.34"
"2005-08-01" ,"17"          ,"Nelson Region"            ,"186"          ,"3075"         ,"159"          ,"240"         ,"231"                 ,"277"                 ,"195"                 ,"0.30"
"2005-08-01" ,"18"          ,"Marlborough Region"       ,"123"          ,"1956"         ,"90"           ,"225"         ,"218"                 ,"265"                 ,"190"                 ,"0.29"
"2005-09-01" ,"-99"         ,"ALL"                      ,"13,701"       ,"251106"       ,"12,336"       ,"250"         ,"248"                 ,"320"                 ,"190"                 ,"0.40"
"2005-09-01" ,"-1"          ,"NA"                       ,"426"          ,"9177"         ,"345"          ,"230"         ,"215"                 ,"283"                 ,"160"                 ,"0.45"
"2005-09-01" ,"1"           ,"Northland Region"         ,"375"          ,"6360"         ,"354"          ,"200"         ,"204"                 ,"250"                 ,"165"                 ,"0.31"
"2005-09-01" ,"2"           ,"Auckland Region"          ,"4,758"        ,"86442"        ,"4,215"        ,"310"         ,"317"                 ,"380"                 ,"260"                 ,"0.32"
"2005-09-01" ,"3"           ,"Waikato Region"           ,"1,248"        ,"21684"        ,"1,113"        ,"220"         ,"215"                 ,"270"                 ,"175"                 ,"0.34"
"2005-09-01" ,"4"           ,"Bay of Plenty Region"     ,"1,008"        ,"15621"        ,"858"          ,"230"         ,"220"                 ,"280"                 ,"180"                 ,"0.34"
"2005-09-01" ,"5"           ,"Gisborne Region"          ,"111"          ,"2022"         ,"105"          ,"180"         ,"183"                 ,"220"                 ,"151"                 ,"0.27"
"2005-09-01" ,"6"           ,"Hawke's Bay Region"       ,"381"          ,"7185"         ,"378"          ,"200"         ,"207"                 ,"260"                 ,"170"                 ,"0.32"
"2005-09-01" ,"7"           ,"Taranaki Region"          ,"291"          ,"4992"         ,"261"          ,"195"         ,"190"                 ,"240"                 ,"153"                 ,"0.32"
"2005-09-01" ,"8"           ,"Manawatu-Wanganui Region" ,"696"          ,"12384"        ,"642"          ,"175"         ,"173"                 ,"210"                 ,"140"                 ,"0.32"
"2005-09-01" ,"9"           ,"Wellington Region"        ,"1,542"        ,"31929"        ,"1,338"        ,"260"         ,"259"                 ,"340"                 ,"200"                 ,"0.40"
"2005-09-01" ,"12"          ,"West Coast Region"        ,"66"           ,"1038"         ,"57"           ,"160"         ,"160"                 ,"190"                 ,"140"                 ,"0.27"
"2005-09-01" ,"13"          ,"Canterbury Region"        ,"1,596"        ,"29796"        ,"1,539"        ,"250"         ,"234"                 ,"291"                 ,"190"                 ,"0.35"
"2005-09-01" ,"14"          ,"Otago Region"             ,"564"          ,"12294"        ,"558"          ,"210"         ,"213"                 ,"280"                 ,"160"                 ,"0.47"
"2005-09-01" ,"15"          ,"Southland Region"         ,"249"          ,"3831"         ,"234"          ,"140"         ,"141"                 ,"170"                 ,"120"                 ,"0.29"
"2005-09-01" ,"16"          ,"Tasman Region"            ,"84"           ,"1272"         ,"75"           ,"245"         ,"241"                 ,"278"                 ,"210"                 ,"0.22"
"2005-09-01" ,"17"          ,"Nelson Region"            ,"189"          ,"3105"         ,"159"          ,"240"         ,"236"                 ,"288"                 ,"190"                 ,"0.30"
"2005-09-01" ,"18"          ,"Marlborough Region"       ,"111"          ,"1968"         ,"102"          ,"245"         ,"225"                 ,"280"                 ,"190"                 ,"0.30"
"2005-10-01" ,"-99"         ,"ALL"                      ,"13,842"       ,"251919"       ,"13,029"       ,"260"         ,"251"                 ,"320"                 ,"200"                 ,"0.40"
"2005-10-01" ,"-1"          ,"NA"                       ,"414"          ,"9177"         ,"414"          ,"225"         ,"225"                 ,"295"                 ,"170"                 ,"0.42"
"2005-10-01" ,"1"           ,"Northland Region"         ,"360"          ,"6375"         ,"345"          ,"210"         ,"210"                 ,"260"                 ,"170"                 ,"0.32"
"2005-10-01" ,"2"           ,"Auckland Region"          ,"4,953"        ,"87066"        ,"4,329"        ,"310"         ,"317"                 ,"380"                 ,"260"                 ,"0.33"
"2005-10-01" ,"3"           ,"Waikato Region"           ,"1,224"        ,"21726"        ,"1,182"        ,"220"         ,"215"                 ,"270"                 ,"170"                 ,"0.34"
"2005-10-01" ,"4"           ,"Bay of Plenty Region"     ,"945"          ,"15675"        ,"894"          ,"230"         ,"222"                 ,"275"                 ,"180"                 ,"0.34"
"2005-10-01" ,"5"           ,"Gisborne Region"          ,"99"           ,"2028"         ,"93"           ,"185"         ,"183"                 ,"220"                 ,"158"                 ,"0.27"
"2005-10-01" ,"6"           ,"Hawke's Bay Region"       ,"414"          ,"7191"         ,"408"          ,"220"         ,"213"                 ,"260"                 ,"180"                 ,"0.29"
"2005-10-01" ,"7"           ,"Taranaki Region"          ,"291"          ,"5001"         ,"282"          ,"200"         ,"197"                 ,"250"                 ,"159"                 ,"0.38"
"2005-10-01" ,"8"           ,"Manawatu-Wanganui Region" ,"666"          ,"12420"        ,"630"          ,"175"         ,"174"                 ,"210"                 ,"145"                 ,"0.31"
"2005-10-01" ,"9"           ,"Wellington Region"        ,"1,533"        ,"31938"        ,"1,521"        ,"260"         ,"258"                 ,"340"                 ,"200"                 ,"0.41"
"2005-10-01" ,"12"          ,"West Coast Region"        ,"48"           ,"1038"         ,"45"           ,"160"         ,"165"                 ,"180"                 ,"140"                 ,"0.32"
"2005-10-01" ,"13"          ,"Canterbury Region"        ,"1,617"        ,"29814"        ,"1,596"        ,"250"         ,"235"                 ,"290"                 ,"190"                 ,"0.35"
"2005-10-01" ,"14"          ,"Otago Region"             ,"666"          ,"12252"        ,"705"          ,"230"         ,"227"                 ,"318"                 ,"170"                 ,"0.46"
